prolific_pid,wtp1_fr,wtp1_sp,wtp1_us,wtp2_fr,wtp2_sp,wtp2_us,wtp4_fr,wtp4_sp,wtp4_us,wtp5_mid_fr,wtp5_mid_sp,wtp5_mid_us,wtp5_nyh_fr,wtp5_nyh_sp,wtp5_nyh_us,wtp5_nyl_fr,wtp5_nyl_sp,wtp5_nyl_us,wtp5_frh_fr,wtp5_frh_sp,wtp5_frh_us,wtp5_frl_fr,wtp5_frl_sp,wtp5_frl_us,wtp5_sph_fr,wtp5_sph_sp,wtp5_sph_us,wtp5_spl_fr,wtp5_spl_sp,wtp5_spl_us,wtp5_hgh_fr,wtp5_hgh_sp,wtp5_hgh_us,wtp5_low_fr,wtp5_low_sp,wtp5_low_us,age,gender,eth_white,eth_black,eth_native,eth_asian,eth_pacific,eth_hispanic,eth_mideast,eth_other,eth_skip,eth_othertxt,edu,inc,ms,child,hhsize,hhsizetxt,state,foodshopper,wineshopper,veg,buywine,wheredrink,wheredrinktxt,cons_red,cons_wht,cons_rose,cons_sweet,cons_sparkling,cons_fruit,cons_skip,freqdrink,freqdrink_sparkling,freqdrink_nywine,freqtasting,avgspend,familiar_champagne,familiar_cava,familiar_ny,quality_champagne,quality_cava,quality_ny,freqonlinepurch,freqreadreview,freqwritereview,buywineonline,buywineonline_txt,writewinereview,learn_rec,learn_salesperson,learn_ad,learn_instore,learn_specwebsite,learn_mag,learn_social,learn_reviews,learn_other,learn_skip,learn_othertxt,wt_price,wt_region,wt_winery,wt_expert,wt_consrec,wt_social,op_knowledgeable,op_expert,op_rarenotheard,op_heardmostnew,test_peppery,test_frregion,test_icewine
5cc5e72ce3c44e0015fdf990,40,40,35,40,40,35,40,30,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,30,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,4,1,4,0,4,NA,23,1,1,0,4,1,,1,1,NA,NA,1,NA,NA,3,3,0,3,4,4,2,3,5,4,3,2,1,1,1,,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4,4,2,1,1,2,5,3,1,1,2,5,4
57d70b2247180e0001f100e3,35,40,30,50,55,40,55,45,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,40,37,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,3,2,4,1,2,NA,45,1,1,0,5,1,,1,1,1,NA,1,1,NA,5,3,3,2,3,3,3,3,4,4,4,2,3,2,1,,0,1,NA,NA,1,NA,NA,NA,1,NA,NA,,5,4,3,4,5,3,4,4,2,2,2,5,3
5d5464629b7c4e000188782d,55.99,30,25,55.99,45,39.98,50,45,40,NA,NA,NA,45,40,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,3,1,1,4,NA,45,1,1,0,5,1,,1,1,NA,NA,1,NA,NA,5,1,0,2,4,3,2,1,4,3,3,2,2,1,1,,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,2,3,1,4,3,1,4,4,2,3,3,4,5
5cf8823e5c147c0019d3374f,40,36,38,56,30,60,70,50,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,36,45,34,2,NA,1,NA,NA,NA,NA,NA,NA,NA,,6,3,4,1,3,NA,45,1,1,0,4,4,,1,NA,1,1,1,NA,NA,3,5,4,3,6,3,5,5,3,5,4,3,4,2,0,,0,NA,1,1,NA,NA,1,NA,NA,NA,NA,,4,4,4,5,5,4,4,5,4,4,5,2,3
5b2557ac8b4002000106cb20,15,12,20,15,12,20,15,12,20,NA,NA,NA,13,10,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,3,1,1,4,NA,24,1,1,0,5,1,,1,1,NA,NA,1,NA,NA,4,2,1,0,3,4,1,1,5,3,4,4,1,1,0,,0,NA,NA,1,1,NA,NA,NA,NA,1,NA,Twin Cities Live wine guy Ted's  recommendations,4,5,1,5,2,1,2,2,1,1,5,4,4
5d42eb0db3dfc40018ab2c36,20,14,12,20,15,14,17,16,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,20,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1,1,NA,NA,1,NA,NA,NA,NA,NA,,7,3,1,0,3,NA,26,1,1,0,4,1,,1,NA,NA,1,NA,NA,NA,3,1,0,2,2,5,2,3,4,3,2,2,3,2,0,,0,1,NA,NA,NA,NA,NA,1,NA,1,NA,winery visit,4,2,1,4,5,3,4,4,5,2,5,3,3
5c1a4d7d1aea120001fdd685,25,25,20,30,30,20,30,20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,25,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,3,3,1,1,6,NA,14,0,1,0,3,1,,NA,NA,NA,1,NA,NA,NA,3,1,2,2,1,3,1,2,5,4,3,4,3,1,0,,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,5,2,2,3,3,3,1,1,1,1,5,3,5
57575e876200e3000656b41e,10,10,7,10,10,7,10,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,8,9,NA,NA,NA,NA,NA,NA,31,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,1,3,0,2,NA,34,1,1,0,4,2,,1,NA,1,NA,NA,NA,NA,5,1,0,1,1,2,2,2,4,4,3,2,3,1,0,,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,5,3,3,4,4,2,3,3,1,1,2,5,5
5c671f12a26a8500014431e7,25,25,20,25,25,20,25,25,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,25,25,39,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,3,2,1,0,2,NA,45,1,1,0,3,1,,NA,1,NA,NA,NA,NA,NA,5,1,1,1,1,2,3,2,5,5,4,2,3,1,0,,0,1,NA,1,1,NA,NA,1,NA,NA,NA,,4,2,1,4,4,3,4,2,1,2,2,5,5
5d337586669d96001cbbb059,100,80,70,40,30,30,60,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,50,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,1,4,0,1,NA,50,1,1,0,5,1,,1,1,NA,NA,NA,1,NA,1,2,1,1,5,2,2,2,3,3,3,2,2,2,2,,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,,4,3,2,3,3,4,4,3,2,2,2,3,3
5d406d4b800eb70019d7e2c0,25,20,20,25,20,20,25,20,20,NA,NA,NA,NA,NA,NA,25,20,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,6,3,1,0,2,NA,48,1,1,0,4,1,,1,1,1,NA,NA,NA,NA,5,1,0,3,2,3,3,1,4,4,3,3,3,1,0,,0,1,1,NA,NA,NA,NA,1,NA,1,NA,we often visit local wineries,4,4,4,2,2,2,4,4,2,1,2,3,4
55beeed7fdf99b6b6709230f,15,20,25,5,5,5,20,20,24,NA,NA,NA,NA,NA,NA,12,14,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,1,4,1,4,NA,20,1,1,0,5,1,,1,1,1,NA,1,NA,NA,5,5,1,4,4,4,4,5,4,4,5,3,3,3,0,,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,5,5,5,5,5,5,5,5,4,5,5,5,4
5cb8cffaf162a30001e60d45,20,17,15,20,15,15,17,10,13,NA,NA,NA,20,15,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,2,1,1,5,NA,10,1,1,0,5,1,,1,1,1,1,1,1,NA,5,5,3,2,2,5,2,2,5,3,3,2,2,1,2,,0,1,1,1,1,1,NA,1,1,NA,NA,,4,3,2,3,3,2,4,4,2,2,2,3,3
5c72efa770d5a200018028f1,12,13,11,20,14,12,25,20,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,25,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,1,1,0,2,NA,5,1,1,0,3,2,,1,1,NA,NA,NA,NA,NA,2,1,1,1,2,3,2,1,4,4,3,0,2,0,0,,0,NA,NA,NA,NA,1,1,NA,1,NA,NA,,5,4,3,4,3,2,3,3,2,NA,4,3,4
5c8ec999bb6a3c00014acf5f,9,9,9,11,11,11,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,2,NA,NA,NA,NA,NA,1,NA,NA,NA,,3,2,1,0,3,NA,5,0,1,0,4,1,,1,NA,NA,NA,NA,NA,NA,6,0,0,2,2,1,1,1,3,3,3,3,3,1,0,,0,1,NA,NA,NA,NA,NA,1,NA,1,NA,browsing the wine aisle,4,3,4,2,2,2,3,4,1,1,2,5,5
55b645b1fdf99b1c02906872,45,25,20,60,25,20,65,25,20,NA,NA,NA,NA,NA,NA,65,25,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,4,1,0,3,NA,39,1,1,0,5,1,,1,1,NA,NA,1,NA,NA,5,3,1,0,2,3,1,1,5,3,2,2,3,1,1,,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,5,4,1,3,1,1,2,1,1,1,4,3,4
5ac50d5ea3ba7a0001b4a4be,25,20,25,50,25,30,50,30,35,50,30,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,3,1,0,2,NA,32,0,1,0,5,1,,1,NA,NA,NA,NA,NA,NA,3,1,0,2,2,3,3,3,4,4,4,2,3,2,0,,0,1,NA,1,1,1,1,1,1,NA,NA,,3,3,3,3,4,2,3,2,2,2,2,3,3
5d27dd89b5c5f40001a91b0e,24.99,15,11,24.99,15,11.99,24.99,15,11.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.99,15,11.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,1,4,0,2,NA,45,0,1,1,3,1,,1,NA,1,NA,1,1,NA,5,4,0,2,2,4,4,1,5,3,2,3,4,1,0,,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,2,4,2,4,4,1,4,5,3,3,2,3,3
5d24bb643e29d0001ab3ba63,13.99,11.99,9.99,13.99,9.99,6.99,14.99,10,6.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.99,9.99,6.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,3,1,0,2,NA,37,1,1,0,2,1,,1,1,NA,NA,NA,NA,NA,3,1,0,1,1,3,2,1,4,4,3,2,2,0,0,,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,5,2,1,2,3,2,2,2,1,1,2,5,3
5caea4ebc66aca0016da3cd3,25,20,15,25,20,15,25,23,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,20,26,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,3,4,0,1,NA,11,1,1,0,4,1,,1,1,1,1,1,1,NA,5,5,1,2,3,4,4,1,4,4,2,3,3,1,0,,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,3,3,3,3,1,1,2,2,2,2,2,3,3
5d260e7b59235a001672fa1c,19.99,16.99,15.99,22.99,20.99,21.99,23.99,22.99,22.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.99,23.99,25.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,1,3,0,2,NA,16,1,1,0,3,1,,1,NA,1,NA,NA,NA,NA,5,1,3,1,3,3,2,2,5,3,4,4,3,2,0,,0,NA,NA,NA,NA,NA,1,1,NA,NA,NA,,4,2,1,3,4,4,3,4,2,3,5,5,5
5d42dcd59cc9a30001e721f9,40,30,30,40,30,30,45,30,35,NA,NA,NA,40,30,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,5,1,0,2,NA,39,0,1,0,5,1,,1,NA,NA,NA,NA,NA,NA,5,2,3,2,4,3,2,2,5,4,4,2,2,1,0,,0,1,1,NA,1,NA,NA,NA,NA,NA,NA,,3,4,3,5,4,3,3,4,2,2,2,3,4
5ba2f8b8f074140001060372,50,10,25,70,20,40,70,45,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,40,60,NA,NA,NA,NA,NA,NA,23,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,2,1,0,2,NA,10,1,0,0,4,1,,1,NA,NA,1,NA,NA,NA,3,3,2,3,2,3,1,4,5,3,4,2,4,1,0,,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,5,3,3,1,1,1,1,1,1,1,5,5,5
56547b0d042127000d4a1111,35,15,25,35,15,25,35,15,25,35,15,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,5,1,0,2,NA,36,1,1,0,3,1,,NA,NA,NA,1,NA,1,NA,3,1,1,2,3,3,2,2,4,2,3,3,2,1,0,,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4,3,1,2,1,1,3,2,1,1,5,3,3
5ba13af0c3daf0000140b697,12,12,5,0,0,0,15,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5,0,NA,NA,NA,24,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,6,2,4,0,1,NA,34,1,1,0,4,2,,1,1,NA,NA,NA,1,NA,5,2,0,1,3,2,2,1,4,3,1,4,3,1,0,,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,,4,4,2,4,4,4,2,2,1,1,2,4,3
5d48a33bbe0cc900179c594a,25,20,15,75,60,50,90,80,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,80,75,NA,NA,NA,32,2,NA,1,NA,NA,NA,NA,NA,NA,NA,,4,3,3,0,5,NA,33,1,1,0,3,1,,1,1,1,1,1,1,NA,5,5,1,1,1,3,3,3,5,4,3,4,4,4,3,,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,5,4,2,3,5,5,3,3,3,3,2,3,4
595d0331d8bd8d000154e148,15,12,12,18,15,15,18,15,15,NA,NA,NA,15,15,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,6,2,1,0,1,NA,38,1,1,1,2,4,,1,NA,NA,NA,1,NA,NA,1,1,0,0,3,3,3,1,5,4,3,3,2,0,0,,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,,4,4,3,4,3,1,1,1,1,1,5,5,5
5d092069fb1a540001dd5028,30,30,30,30,30,30,30,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,30,30,24,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,3,3,0,2,NA,49,1,1,0,4,1,,1,1,NA,NA,NA,NA,NA,3,1,1,1,1,3,2,2,4,4,4,2,3,2,0,,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,5,2,2,2,3,1,3,3,2,2,2,5,5
5c84002036f2450001c86167,70,40,50,50,60,70,60,80,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,80,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,2,1,NA,NA,NA,NA,1,NA,NA,NA,,5,3,4,0,5,NA,31,0,1,-1,4,1,,1,1,1,1,1,1,NA,4,3,1,2,3,4,3,3,4,3,4,4,4,2,1,,0,1,NA,NA,1,NA,NA,1,1,NA,NA,,3,4,4,5,4,3,4,3,3,3,5,4,3
5d55b829984a680019dae891,20,18,14,24,20,16,20,18,16,20,18,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,1,4,0,1,NA,39,1,1,0,5,1,,1,1,NA,NA,1,NA,NA,2,2,1,1,2,3,2,5,4,4,4,2,3,0,0,,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,,3,3,1,2,3,1,4,2,1,2,5,3,4
5c0fff76e6eb4e0001b27f20,10.5,9,8.5,11,10.5,9,10.5,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9.5,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,4,1,4,0,1,NA,34,1,1,0,4,1,,1,1,1,NA,1,NA,NA,4,2,1,2,2,4,2,1,4,3,3,2,2,0,3,,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,2,3,2,3,2,1,2,2,1,1,5,5,3
5ce58ec29c40b2001b3a00d4,9,6,5,9,8,7,9,9,9,NA,NA,NA,7,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,2,3,0,2,NA,10,1,1,0,4,2,,1,1,NA,NA,1,NA,NA,3,2,1,1,2,4,3,3,4,3,4,3,2,3,2,,1,1,NA,NA,1,NA,1,1,NA,NA,NA,,4,3,4,4,5,4,4,3,5,4,1,4,3
5d1cc8c3baf85a0001fcd973,48,18,12,48,18,12,32,18,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,18,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,2,NA,NA,NA,1,NA,NA,NA,NA,NA,,7,4,1,0,2,NA,10,1,1,0,5,1,,1,1,1,NA,1,NA,NA,4,3,4,0,3,4,5,1,5,5,4,2,2,1,1,,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,3,4,4,4,3,1,4,3,2,3,3,3,3
5bdcb92b91fcc00001668d6c,15,15,15,20,20,20,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,15,20,NA,NA,NA,NA,NA,NA,25,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,2,3,0,1,NA,28,1,1,0,4,1,,1,1,1,1,1,1,NA,3,2,0,0,1,3,1,1,5,5,5,2,3,0,0,,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,5,1,1,1,1,1,2,3,2,2,2,5,4
5a5a31b88e6259000175f6ae,20,20,10,20,20,10,20,20,10,NA,NA,NA,20,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,3,2,1,0,3,NA,10,1,1,0,3,1,,NA,1,NA,NA,NA,NA,NA,1,0,0,0,2,1,1,1,3,3,3,3,2,0,0,,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,2,1,1,1,1,1,2,2,1,1,5,5,5
5d14c08b63f5660018e9c499,50,60,50,70,70,90,90,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,90,NA,NA,NA,45,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,3,1,1,3,NA,10,1,1,0,4,1,,1,1,NA,NA,NA,NA,NA,5,3,1,2,5,3,3,2,5,4,4,3,3,2,0,,0,1,NA,NA,1,NA,NA,1,NA,NA,NA,,3,4,4,4,4,3,4,3,3,4,5,4,5
5a04869ff2e3460001edad2e,12.99,5.99,8.99,12.99,5.99,8.99,15.99,9.99,9.99,NA,NA,NA,15.99,9.99,9.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,2,4,0,4,NA,44,0,0,0,5,1,,1,1,NA,NA,NA,1,NA,2,0,0,0,2,3,1,1,4,2,3,0,0,0,0,,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4,3,1,1,1,1,2,1,1,1,5,5,5
58d069219dbe3f0001258793,20,16,14,20,16,12,24,16,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,16,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,3,2,1,1,5,NA,36,1,1,0,5,1,,1,1,1,1,1,1,NA,1,1,1,0,3,3,2,3,4,3,4,3,4,2,0,,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,5,2,1,3,3,1,2,1,1,1,5,5,4
5d03b7a5a75cc90016dfa2c5,30,25,23,30,27,26,30,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,35,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,2,1,0,2,NA,39,1,0,0,3,3,,1,1,NA,NA,NA,NA,NA,1,2,1,2,3,4,3,4,4,3,4,2,3,2,2,,0,NA,NA,1,1,NA,1,NA,1,NA,NA,,3,3,4,3,3,4,2,2,5,4,3,1,3
5ce9ba477d69950001cd9938,20,15,15,25,20,20,20,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,2,NA,1,NA,NA,NA,NA,NA,NA,NA,,6,2,1,1,3,NA,48,1,1,0,3,1,,1,NA,NA,NA,NA,NA,NA,3,1,1,0,3,5,3,2,5,3,3,3,4,2,0,,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,,4,5,4,3,2,3,3,3,3,2,1,5,5
59ffb939517dfb00013dadda,50,40,30,60,50,40,60,50,40,NA,NA,NA,NA,NA,NA,60,60,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,6,2,4,0,1,NA,3,1,1,0,4,1,,1,1,1,1,1,1,NA,3,2,2,2,6,4,4,5,5,5,3,4,3,1,3,,0,1,NA,NA,1,NA,1,NA,NA,NA,NA,,3,5,4,5,5,4,5,3,3,3,5,5,5
569298838d93fe000dfa033c,20,8,8,20,8,8,20,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,8,15,NA,NA,NA,NA,NA,NA,68,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,1,2,0,1,NA,10,1,1,0,4,1,,1,NA,NA,NA,NA,NA,NA,5,0,2,0,1,3,1,1,5,3,3,2,4,3,0,,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4,1,1,1,3,1,1,1,1,1,5,3,5
5bd47734506cd3000101d181,18.99,18.99,12.99,16.99,16.99,10.99,17.99,17.99,11.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.99,19.99,15.99,29,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,3,1,4,0,1,NA,42,1,1,0,4,1,,1,1,NA,1,NA,1,NA,1,1,1,0,2,2,2,2,4,5,3,3,2,2,0,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,4,4,2,3,3,2,2,2,1,2,2,4,4
5cab944b41de360017e2c3db,25,25,18,30,30,25,35,30,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,20,NA,NA,NA,26,2,NA,NA,1,NA,NA,NA,NA,NA,NA,,5,1,4,0,4,NA,51,1,1,1,3,4,,1,NA,1,NA,1,1,NA,3,3,1,1,4,4,3,4,5,4,4,3,4,2,1,,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,,3,4,1,4,2,2,3,2,2,2,2,3,3
5bc2bad68e4b150001fda946,25,18,17,25,18,17,25,18,16,25,18,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,6,2,4,0,1,NA,5,1,1,0,4,1,,NA,1,1,NA,1,NA,NA,5,2,0,1,2,4,2,1,5,3,3,2,2,1,0,,0,1,1,NA,1,NA,NA,NA,NA,NA,NA,,4,3,2,3,3,1,4,5,2,3,2,3,3
5d1b81f48155e00001252f19,29.99,20,17.99,36,28,22,36,32,30,NA,NA,NA,NA,NA,NA,40,38,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,5,2,4,0,2,NA,10,1,1,0,5,2,,1,1,NA,NA,NA,NA,NA,4,1,1,1,4,3,2,2,5,4,2,3,2,0,1,,0,1,NA,NA,1,NA,NA,NA,1,NA,NA,,4,3,2,4,4,2,2,1,2,2,4,4,3
5bcc1fce4249b20001bc99f1,20,20,15,25,25,20,25,20,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,20,36,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,3,1,1,1,5,NA,1,1,1,0,5,1,,NA,1,1,1,1,1,NA,3,3,1,0,4,3,3,3,3,3,3,3,4,1,0,,0,1,1,NA,NA,NA,NA,1,NA,NA,NA,,4,1,1,2,2,3,4,2,4,4,5,5,4
